date time   IFACE rxpck/s txpck/s rxkB/s txkB/s rxcmp/s txcmp/s rxmcst/s %ifutil
2019-07-14 21:42:27   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:28   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:28   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:29   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:29   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:30   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:30   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:31   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:31   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:32   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:32   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:33   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:33   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:34   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:34   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:35   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:35   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:36   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:36   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:37   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:37   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:38   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:38   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:39   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:42:39   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
date time   IFACE rxerr/s txerr/s coll/s rxdrop/s txdrop/s txcarr/s rxfram/s rxfifo/s txfifo/s
2019-07-14 21:37:37   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:37   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:38   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:38   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:39   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:39   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:40   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:40   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:41   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:41   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:42   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:42   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:43   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:43   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:44   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:44   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:45   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:45   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:46   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:46   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:47   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:47   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:48   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:48   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:49   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:49   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:50   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:50   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:51   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:51   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:52   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:52   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:53   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:53   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:54   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:54   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:55   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:55   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:56   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:56   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:57   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:57   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:58   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:58   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:59   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:37:59   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:00   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:00   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:01   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:01   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:02   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:02   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:03   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:03   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:04   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:04   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:05   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:05   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:06   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:06   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:07   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:07   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:08   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:08   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:09   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:09   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:10   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:10   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:11   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:11   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:12   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:12   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:13   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:13   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:14   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:14   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:15   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:15   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:16   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:16   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:17   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:17   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:18   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:18   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:19   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:19   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:20   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:20   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:21   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:21   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:22   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:22   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:23   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:23   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:24   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:24   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:25   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:25   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:26   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:26   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:27   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:27   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:28   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:28   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:29   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:29   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:30   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:30   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:31   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:31   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:32   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:32   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:33   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:33   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:35   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:35   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:36   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:36   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:37   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:37   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:38   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:38   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:39   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:39   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:40   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:40   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:41   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:41   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:42   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:42   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:43   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:43   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:44   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:44   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:45   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:45   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:46   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:46   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:47   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:47   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:48   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:48   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:49   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:49   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:50   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:50   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:51   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:51   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:52   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:52   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:53   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:53   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:54   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:54   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:55   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:55   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:56   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:56   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:57   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:57   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:58   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:58   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:59   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:38:59   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:00   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:00   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:01   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:01   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:02   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:02   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:03   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:03   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:04   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:04   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:05   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:05   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:06   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:06   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:07   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:07   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:08   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:08   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:09   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:09   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:10   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:10   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:11   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:11   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:12   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:12   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:13   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:13   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:14   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:14   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:15   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:15   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:16   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:16   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:17   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:17   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:18   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:18   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:19   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:19   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:20   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:20   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:21   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:21   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:22   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:22   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:23   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:23   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:24   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:24   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:25   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:25   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:26   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:26   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:27   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:27   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:28   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:28   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:29   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:29   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:30   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:30   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:31   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:31   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:32   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:32   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:33   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:33   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:34   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:34   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:35   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:35   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:36   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:36   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:37   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:37   lo 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2019-07-14 21:39:38   eth0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
